locationame,lat,lon,stationid,time,elev,hour_12,hour_24,hour_3,hour_6,min_10,now,rain,latest_2days,latest_3days,attribute,city,city_sn,town,town_sn
賓朗果園,22.8157,121.0632,72S590,2023-05-01T04:50:00+08:00,290.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,4.50,局屬合作測站,臺東縣,22,卑南鄉,289
賓茂國小,22.5342,120.9463,O1S660,2023-05-01T04:50:00+08:00,43.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第8河川局,臺東縣,22,太麻里鄉,312
赤山,22.5941,120.6063,C0R190,2023-05-01T04:50:00+08:00,32.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,萬巒鄉,319
赤柯山,23.3707,121.3748,C0Z290,2023-05-01T04:50:00+08:00,946.00,1.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,2.00,3.50,局屬無人測站,花蓮縣,21,玉里鎮,221
路竹,22.8566,120.2514,C0V750,2023-05-01T04:50:00+08:00,50.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,路竹區,288
車城,22.0758,120.7081,C0R320,2023-05-01T04:50:00+08:00,7.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,車城鄉,349
車籠埔,23.7954,120.7027,81H980,2023-05-01T04:50:00+08:00,150.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,竹山鎮,178
農業試驗所,24.0330,120.6800,G2F820,2023-05-01T04:50:00+08:00,90.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,臺中市,02,霧峰區,143
通霄,24.4736,120.6964,C0E590,2023-05-01T04:50:00+08:00,40.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,通霄鎮,098
通霄漁港,24.5003,120.6657,C0E920,2023-05-01T04:50:00+08:00,20.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,通宵鎮,098
造橋,24.6388,120.8566,C0E740,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,造橋鄉,090
達仁林場,22.2661,120.8159,C0SA90,2023-05-01T04:50:00+08:00,497.00,0.50,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,臺東縣,22,達仁鄉,337
達卡努瓦,23.2817,120.6972,C1V160,2023-05-01T04:50:00+08:00,1040.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,那瑪夏區,232
達觀國小,24.3354,120.9121,81F910,2023-05-01T04:50:00+08:00,572.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,臺中市,02,和平區,104
達邦,23.4558,120.7414,C0M820,2023-05-01T04:50:00+08:00,980.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,阿里山鄉,208
那瑪夏國中,23.2422,120.6886,81V830,2023-05-01T04:50:00+08:00,567.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,高雄市,05,那瑪夏區,232
郡坑,23.7416,120.8620,81I550,2023-05-01T04:50:00+08:00,421.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,南投縣,13,水里鄉,168
都歷,23.0221,121.3156,C0SA30,2023-05-01T04:50:00+08:00,93.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,成功鎮,258
都蘭,22.8797,121.2188,C1SA70,2023-05-01T04:50:00+08:00,62.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,東河鄉,264
里佳,23.3909,120.7085,C0M810,2023-05-01T04:50:00+08:00,1354.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,阿里山鄉,208
里港,22.7810,120.4865,C0R590,2023-05-01T04:50:00+08:00,72.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,里港鄉,295
野柳,25.2088,121.6818,C0AJ20,2023-05-01T04:50:00+08:00,50.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,局屬無人測站,新北市,06,萬里區,005
金寧,24.4593,118.3208,C0W150,2023-05-01T04:50:00+08:00,42.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,金門縣,99,金寧鄉,999
金山,22.8136,120.3901,01P390,2023-05-01T04:50:00+08:00,90.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,高雄市,05,燕巢區,296
金山,25.2253,121.6356,C0A940,2023-05-01T04:50:00+08:00,49.00,0.00,1.50,-998.00,-998.00,-998.00,0.00,-998.00,5.00,6.50,局屬無人測站,新北市,06,金山區,003
金岳國小,24.4722,121.7692,81U860,2023-05-01T04:50:00+08:00,46.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,7.50,農委會水土保持局,宜蘭縣,07,南澳鄉,093
金峰,22.5928,120.9252,C1S820,2023-05-01T04:50:00+08:00,177.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,金峰鄉,352
金峰嘉蘭,22.5966,120.9528,C0S920,2023-05-01T04:50:00+08:00,133.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,金峰鄉,352
金峰鄉公所,22.6004,120.9529,81S920,2023-05-01T04:50:00+08:00,135.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,臺東縣,22,金峰鄉,352
金崙,22.5400,120.9589,C0S790,2023-05-01T04:50:00+08:00,236.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,太麻里鄉,312
金崙山,22.5692,120.9516,C0SA20,2023-05-01T04:50:00+08:00,857.00,3.50,5.00,0.50,0.50,0.00,0.50,0.00,5.00,5.00,局屬無人測站,臺東縣,22,太麻里鄉,312
金沙,24.4899,118.4006,C0W140,2023-05-01T04:50:00+08:00,21.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,金門縣,99,金沙鎮,999
金針山,22.6446,120.9445,O1S680,2023-05-01T04:50:00+08:00,1110.00,2.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,水利署第8河川局,臺東縣,22,金峰鄉,352
金門,24.4089,118.2811,467110,2023-05-01T04:50:00+08:00,48.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,金門縣,99,金城鎮,999
金門(東),24.4183,118.4251,A0W030,2023-05-01T04:50:00+08:00,6.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,金門縣,99,金湖鎮,999
金面山,25.0967,121.5617,A1AG80,2023-05-01T04:50:00+08:00,80.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府大地工程處,臺北市,01,內湖區,021
銅鑼,24.4915,120.7826,C0E780,2023-05-01T04:50:00+08:00,160.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,銅鑼鄉,100
銅門,23.9675,121.4847,C1Z130,2023-05-01T04:50:00+08:00,187.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,1.50,局屬無人測站,花蓮縣,21,秀林鄉,108
錦屏國小,24.6822,121.2386,81D640,2023-05-01T04:50:00+08:00,608.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,農委會水土保持局,新竹縣,10,尖石鄉,077
錦山國小,24.7710,121.2170,81D760,2023-05-01T04:50:00+08:00,220.00,1.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,1.00,1.00,農委會水土保持局,新竹縣,10,關西鎮,068
鎮西堡,24.5667,121.3000,21D170,2023-05-01T04:50:00+08:00,630.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,新竹縣,10,尖石鄉,077
長坑國小,25.1285,121.3823,81AH60,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,新北市,06,八里區,009
長橋中象道路,24.3923,120.9169,81E890,2023-05-01T04:50:00+08:00,679.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,苗栗縣,11,泰安鄉,101
長治,22.6948,120.5346,C0R480,2023-05-01T04:50:00+08:00,57.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,長治鄉,307
長濱,23.2886,121.4039,C0S830,2023-05-01T04:50:00+08:00,288.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,3.50,3.50,局屬無人測站,臺東縣,22,長濱鄉,227
長豐,24.1039,120.8717,C1H920,2023-05-01T04:50:00+08:00,736.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,國姓鄉,139
開礦國小,24.4634,120.8557,81E710,2023-05-01T04:50:00+08:00,207.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,2.00,農委會水土保持局,苗栗縣,11,公館鄉,099
關子嶺,23.3329,120.4999,C0X240,2023-05-01T04:50:00+08:00,394.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,白河區,228
關子嶺(2),23.3326,120.4989,01O070,2023-05-01T04:50:00+08:00,350.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第5河川局,臺南市,04,白河區,228
關山,23.0413,121.1669,C0S890,2023-05-01T04:50:00+08:00,238.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺東縣,22,關山鎮,262
關山,23.1750,120.5858,C1O880,2023-05-01T04:50:00+08:00,223.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,南化區,244
關山,23.1751,120.5871,01O760,2023-05-01T04:50:00+08:00,240.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,臺南市,04,南化區,244
關渡,25.1353,121.4612,C1AC50,2023-05-01T04:50:00+08:00,111.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺北市,01,北投區,006
關西,24.7994,121.1650,C0D700,2023-05-01T04:50:00+08:00,155.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹縣,10,關西鎮,068
關西(3),24.7820,121.1722,01D300,2023-05-01T04:50:00+08:00,146.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,關西鎮,068
防潮門,24.1852,120.4790,C0G950,2023-05-01T04:50:00+08:00,23.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,彰化縣,14,伸港鄉,126
阿公店,22.8059,120.3474,C0V400,2023-05-01T04:50:00+08:00,56.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,燕巢區,296
阿禮,22.7444,120.7356,C0R130,2023-05-01T04:50:00+08:00,1040.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,霧臺鄉,292
阿蓮,22.8849,120.3195,C0V530,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,阿蓮區,287
阿蓮(2),22.8781,120.3191,01P500,2023-05-01T04:50:00+08:00,21.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第6河川局,高雄市,05,阿蓮區,287
阿里山,23.5100,120.8051,467530,2023-05-01T04:50:00+08:00,2413.40,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,嘉義縣,17,阿里山鄉,208
阿里山國小,23.4708,120.6936,81M660,2023-05-01T04:50:00+08:00,1186.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,嘉義縣,17,阿里山鄉,208
陽明山,25.1639,121.5363,466930,2023-05-01T04:50:00+08:00,607.10,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,臺北市,01,北投區,006
陽明高中,25.0943,121.5085,A1A9W0,2023-05-01T04:50:00+08:00,18.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,士林區,007
隙頂,23.4333,120.6514,81M750,2023-05-01T04:50:00+08:00,1277.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,嘉義縣,17,番路鄉,220
集來,23.0304,120.5848,88V560,2023-05-01T04:50:00+08:00,403.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,高雄市,05,杉林區,269
集集,23.8300,120.7933,C0I380,2023-05-01T04:50:00+08:00,258.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,集集鎮,176
集集(2),23.8280,120.7668,00H710,2023-05-01T04:50:00+08:00,215.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第4河川局,南投縣,13,集集鎮,176
雙冬,23.9692,120.7942,C1H941,2023-05-01T04:50:00+08:00,630.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,草屯鎮,152
雙園,25.0321,121.4821,A1AB20,2023-05-01T04:50:00+08:00,31.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,萬華區,037
雙崎(2),24.2941,120.9019,O1F390,2023-05-01T04:50:00+08:00,543.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,臺中市,02,和平區,104
雙溪,25.0379,121.8561,C0A890,2023-05-01T04:50:00+08:00,40.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,3.00,3.00,局屬無人測站,新北市,06,雙溪區,024
雙溪,25.1154,121.5612,A1AB80,2023-05-01T04:50:00+08:00,127.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,北市府水利處,臺北市,01,士林區,007
雙連埤,24.7547,121.6331,C0U520,2023-05-01T04:50:00+08:00,517.00,1.00,8.00,-998.00,-998.00,-998.00,0.00,-998.00,11.00,13.00,局屬無人測站,宜蘭縣,07,員山鄉,074
雪山東峰,24.3906,121.2633,C0F9Z0,2023-05-01T04:50:00+08:00,3193.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
雪嶺,24.2813,121.0173,01F350,2023-05-01T04:50:00+08:00,2575.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,臺中市,02,和平區,104
雪嶺,24.2825,121.0186,C1F941,2023-05-01T04:50:00+08:00,2620.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,和平區,104
雪霸,24.5287,121.1079,C0D550,2023-05-01T04:50:00+08:00,1956.00,1.50,1.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,新竹縣,10,五峰鄉,089
雲林東勢,23.6759,120.2476,C0K590,2023-05-01T04:50:00+08:00,18.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,東勢鄉,192
電光,23.0080,121.1652,01S860,2023-05-01T04:50:00+08:00,220.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第8河川局,臺東縣,22,關山鎮,262
霞雲,24.8000,121.3500,21C140,2023-05-01T04:50:00+08:00,350.00,2.50,2.50,-998.00,-998.00,-998.00,0.00,-998.00,2.50,2.50,石門水庫,桃園市,08,復興區,067
霧峰,24.0437,120.6913,C0FA50,2023-05-01T04:50:00+08:00,58.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺中市,02,霧峰區,143
霧鹿,23.1710,121.0333,01S430,2023-05-01T04:50:00+08:00,925.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第8河川局,臺東縣,22,海端鄉,240
青雲,23.8008,120.9411,C1I150,2023-05-01T04:50:00+08:00,393.00,0.50,1.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,局屬無人測站,南投縣,13,信義鄉,175
靜浦,23.4569,121.4867,C0T9M0,2023-05-01T04:50:00+08:00,92.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,3.00,局屬無人測站,花蓮縣,21,豐濱鄉,188
鞍部,25.1844,121.5215,466910,2023-05-01T04:50:00+08:00,832.60,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,1.50,1.50,中央氣象局,臺北市,01,北投區,006
頭份,24.6900,120.9042,C0E730,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,頭份市,085
頭凍,23.4081,120.5953,C1M600,2023-05-01T04:50:00+08:00,986.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,番路鄉,220
頭城,24.8550,121.8226,C0U860,2023-05-01T04:50:00+08:00,5.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,宜蘭縣,07,頭城鎮,051
頭汴,24.0870,120.4759,01G090,2023-05-01T04:50:00+08:00,7.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第4河川局,彰化縣,14,鹿港鎮,140
頭汴坑,24.1169,120.8030,01F680,2023-05-01T04:50:00+08:00,477.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第3河川局,臺中市,02,太平區,130
飛鳳山,24.7683,121.1107,C1D630,2023-05-01T04:50:00+08:00,462.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,新竹縣,10,芎林鄉,071
香山濕地,24.7854,120.9068,C0D680,2023-05-01T04:50:00+08:00,24.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新竹市,15,香山區,069
香蘭,22.5894,120.9853,C0S960,2023-05-01T04:50:00+08:00,32.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.50,局屬無人測站,臺東縣,22,太麻里鄉,312
馬太安,23.6745,121.3638,01T660,2023-05-01T04:50:00+08:00,1000.00,7.00,24.00,0.00,1.00,0.00,1.00,0.00,25.00,39.00,水利署第9河川局,花蓮縣,21,萬榮鄉,166
馬拉邦山,24.3692,120.8933,C1E711,2023-05-01T04:50:00+08:00,990.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,大湖鄉,103
馬祖,26.1710,119.9151,467990,2023-05-01T04:50:00+08:00,97.80,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,45.00,中央氣象局,連江縣,99,南竿鄉,999
馬都安,24.4531,120.9219,C0E610,2023-05-01T04:50:00+08:00,850.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,5.50,5.50,局屬無人測站,苗栗縣,11,泰安鄉,101
馬頭山,23.3264,120.5736,C0M410,2023-05-01T04:50:00+08:00,245.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,嘉義縣,17,大埔鄉,233
高中,23.1366,120.7086,C1V230,2023-05-01T04:50:00+08:00,731.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,桃源區,353
高中(2),23.1124,120.6952,O1V540,2023-05-01T04:50:00+08:00,565.90,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第7河川局,高雄市,05,六龜區,259
高坡國小,24.7698,121.3434,81C710,2023-05-01T04:50:00+08:00,478.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,農委會水土保持局,桃園市,08,復興區,067
高士,22.1236,120.8288,C0R830,2023-05-01T04:50:00+08:00,383.00,2.00,2.00,0.00,0.50,0.00,0.00,0.00,2.00,2.00,局屬無人測站,屏東縣,20,牡丹鄉,347
高寮,23.3961,121.3486,C1T990,2023-05-01T04:50:00+08:00,128.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,花蓮縣,21,玉里鎮,221
高樹,22.8282,120.5927,C0R470,2023-05-01T04:50:00+08:00,103.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,高樹鄉,289
高義,24.7167,121.3500,21C080,2023-05-01T04:50:00+08:00,620.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,石門水庫,桃園市,08,復興區,067
高鐵苗栗,24.6090,120.8179,C0E870,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,後龍鎮,091
高鐵雲林,23.7392,120.4098,C0K580,2023-05-01T04:50:00+08:00,26.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,雲林縣,16,虎尾鎮,190
高雄,22.7322,120.3045,467441,2023-05-01T04:50:00+08:00,11.80,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,中央氣象局,高雄市,05,楠梓區,305
高雄燈塔,22.6164,120.2566,CAP070,2023-05-01T04:50:00+08:00,34.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,高雄市,05,旗津區,329
高雄農改,22.7111,120.5178,72Q010,2023-05-01T04:50:00+08:00,45.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,屏東縣,20,長治鄉,307
魚池茶改,23.8774,120.9054,82H320,2023-05-01T04:50:00+08:00,850.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬合作測站,南投縣,13,魚池鄉,164
鯉潭,23.9639,120.9831,C1I250,2023-05-01T04:50:00+08:00,732.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,南投縣,13,埔里鎮,147
鯉魚潭,23.9374,121.5008,C0T870,2023-05-01T04:50:00+08:00,135.00,0.00,6.00,-998.00,-998.00,-998.00,0.00,-998.00,6.00,6.50,局屬無人測站,花蓮縣,21,壽豐鄉,161
鯤鯓國小,23.1896,120.0808,C0N010,2023-05-01T04:50:00+08:00,19.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,將軍區,245
鳥嘴山,24.7209,121.2757,C1D400,2023-05-01T04:50:00+08:00,839.00,0.50,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,新竹縣,10,尖石鄉,077
鳥嘴山,24.7210,121.2755,01D190,2023-05-01T04:50:00+08:00,770.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,水利署第2河川局,新竹縣,10,尖石鄉,077
鳳凰,23.7297,120.7792,C0I090,2023-05-01T04:50:00+08:00,910.00,0.00,0.50,-998.00,-998.00,-998.00,0.00,-998.00,0.50,0.50,局屬無人測站,南投縣,13,鹿谷鄉,183
鳳山,22.6486,120.3481,C0V440,2023-05-01T04:50:00+08:00,27.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,鳳山區,321
鳳林,23.7479,121.4453,C0Z160,2023-05-01T04:50:00+08:00,124.00,0.00,8.00,-998.00,-998.00,-998.00,0.00,-998.00,8.00,24.00,局屬無人測站,花蓮縣,21,鳳林鎮,184
鳳林山,23.7371,121.4120,C0T9G0,2023-05-01T04:50:00+08:00,605.00,1.00,10.50,0.50,0.50,0.00,0.50,0.00,10.50,14.00,局屬無人測站,花蓮縣,21,鳳林鎮,184
鳳森,22.5469,120.3845,C0V450,2023-05-01T04:50:00+08:00,51.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,小港區,330
鳳美,24.5567,121.0261,C1E480,2023-05-01T04:50:00+08:00,576.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,苗栗縣,11,南庄鄉,092
鳳義坑,23.7427,121.4180,81T9J0,2023-05-01T04:50:00+08:00,304.00,0.00,2.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,6.50,農委會水土保持局,花蓮縣,21,鳳林鎮,184
鳳鼻頭,22.5101,120.3511,C0V840,2023-05-01T04:50:00+08:00,35.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,高雄市,05,小港區,330
鴛鴦湖,24.5921,121.4040,C0UA10,2023-05-01T04:50:00+08:00,1711.00,0.00,1.00,-998.00,-998.00,-998.00,0.00,-998.00,2.00,4.50,局屬無人測站,宜蘭縣,07,大同鄉,081
鶯子嶺,24.8993,121.7842,C0U950,2023-05-01T04:50:00+08:00,1012.00,0.50,4.50,-998.00,-998.00,-998.00,0.00,-998.00,7.00,8.50,局屬無人測站,宜蘭縣,07,頭城鎮,051
鶯歌,24.9530,121.3373,C0AD50,2023-05-01T04:50:00+08:00,84.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,新北市,06,鶯歌區,054
鹽埔,22.7413,120.5227,C0R160,2023-05-01T04:50:00+08:00,45.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,屏東縣,20,鹽埔鄉,301
鹽水,23.2743,120.2395,C0X230,2023-05-01T04:50:00+08:00,29.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,鹽水區,234
鹿寮,23.3878,120.4692,C0X300,2023-05-01T04:50:00+08:00,70.00,0.00,0.00,-998.00,-998.00,-998.00,0.00,-998.00,0.00,0.00,局屬無人測站,臺南市,04,白河區,228
